input_row_index,sample_id,conic_index,image_path,mask_path,class_label_path,image_height,image_width,count_total,neutrophil,epithelial,lymphocyte,plasma,eosinophil,connective
1594,crag_48-0018,1594,data/conic_liz/images/crag_48-0018_image.png,data/conic_liz/masks/crag_48-0018_mask.png,data/conic_liz/class_labels/crag_48-0018_class_labels.png,256,256,50,1,0,6,1,0,42
1595,crag_48-0019,1595,data/conic_liz/images/crag_48-0019_image.png,data/conic_liz/masks/crag_48-0019_mask.png,data/conic_liz/class_labels/crag_48-0019_class_labels.png,256,256,58,8,15,8,2,0,25
1596,crag_48-0020,1596,data/conic_liz/images/crag_48-0020_image.png,data/conic_liz/masks/crag_48-0020_mask.png,data/conic_liz/class_labels/crag_48-0020_class_labels.png,256,256,58,2,9,3,0,0,44
1597,crag_48-0021,1597,data/conic_liz/images/crag_48-0021_image.png,data/conic_liz/masks/crag_48-0021_mask.png,data/conic_liz/class_labels/crag_48-0021_class_labels.png,256,256,39,2,6,3,0,2,26
1598,crag_48-0022,1598,data/conic_liz/images/crag_48-0022_image.png,data/conic_liz/masks/crag_48-0022_mask.png,data/conic_liz/class_labels/crag_48-0022_class_labels.png,256,256,38,1,18,2,0,0,17
1599,crag_48-0023,1599,data/conic_liz/images/crag_48-0023_image.png,data/conic_liz/masks/crag_48-0023_mask.png,data/conic_liz/class_labels/crag_48-0023_class_labels.png,256,256,53,1,3,13,1,0,35
1600,crag_48-0024,1600,data/conic_liz/images/crag_48-0024_image.png,data/conic_liz/masks/crag_48-0024_mask.png,data/conic_liz/class_labels/crag_48-0024_class_labels.png,256,256,34,2,11,5,0,0,16
1601,crag_48-0025,1601,data/conic_liz/images/crag_48-0025_image.png,data/conic_liz/masks/crag_48-0025_mask.png,data/conic_liz/class_labels/crag_48-0025_class_labels.png,256,256,68,2,16,13,0,0,37
1602,crag_48-0026,1602,data/conic_liz/images/crag_48-0026_image.png,data/conic_liz/masks/crag_48-0026_mask.png,data/conic_liz/class_labels/crag_48-0026_class_labels.png,256,256,62,0,21,13,0,0,28
1603,crag_48-0027,1603,data/conic_liz/images/crag_48-0027_image.png,data/conic_liz/masks/crag_48-0027_mask.png,data/conic_liz/class_labels/crag_48-0027_class_labels.png,256,256,45,2,2,7,1,0,33
1604,crag_48-0028,1604,data/conic_liz/images/crag_48-0028_image.png,data/conic_liz/masks/crag_48-0028_mask.png,data/conic_liz/class_labels/crag_48-0028_class_labels.png,256,256,39,1,5,5,2,0,26
1605,crag_48-0029,1605,data/conic_liz/images/crag_48-0029_image.png,data/conic_liz/masks/crag_48-0029_mask.png,data/conic_liz/class_labels/crag_48-0029_class_labels.png,256,256,58,1,36,7,1,0,13
1606,crag_48-0030,1606,data/conic_liz/images/crag_48-0030_image.png,data/conic_liz/masks/crag_48-0030_mask.png,data/conic_liz/class_labels/crag_48-0030_class_labels.png,256,256,65,0,39,10,1,0,15
1607,crag_48-0031,1607,data/conic_liz/images/crag_48-0031_image.png,data/conic_liz/masks/crag_48-0031_mask.png,data/conic_liz/class_labels/crag_48-0031_class_labels.png,256,256,59,0,54,1,2,0,2
1608,crag_48-0032,1608,data/conic_liz/images/crag_48-0032_image.png,data/conic_liz/masks/crag_48-0032_mask.png,data/conic_liz/class_labels/crag_48-0032_class_labels.png,256,256,44,1,20,10,1,0,12
1609,crag_48-0033,1609,data/conic_liz/images/crag_48-0033_image.png,data/conic_liz/masks/crag_48-0033_mask.png,data/conic_liz/class_labels/crag_48-0033_class_labels.png,256,256,49,4,37,4,0,0,4
1610,crag_48-0034,1610,data/conic_liz/images/crag_48-0034_image.png,data/conic_liz/masks/crag_48-0034_mask.png,data/conic_liz/class_labels/crag_48-0034_class_labels.png,256,256,59,2,39,5,0,0,13
1611,crag_48-0035,1611,data/conic_liz/images/crag_48-0035_image.png,data/conic_liz/masks/crag_48-0035_mask.png,data/conic_liz/class_labels/crag_48-0035_class_labels.png,256,256,56,1,45,4,0,0,6
1612,crag_49-0000,1612,data/conic_liz/images/crag_49-0000_image.png,data/conic_liz/masks/crag_49-0000_mask.png,data/conic_liz/class_labels/crag_49-0000_class_labels.png,256,256,123,0,20,18,12,0,73
1613,crag_49-0001,1613,data/conic_liz/images/crag_49-0001_image.png,data/conic_liz/masks/crag_49-0001_mask.png,data/conic_liz/class_labels/crag_49-0001_class_labels.png,256,256,119,0,76,20,6,0,17
1614,crag_49-0002,1614,data/conic_liz/images/crag_49-0002_image.png,data/conic_liz/masks/crag_49-0002_mask.png,data/conic_liz/class_labels/crag_49-0002_class_labels.png,256,256,93,0,59,11,3,0,20
1615,crag_49-0003,1615,data/conic_liz/images/crag_49-0003_image.png,data/conic_liz/masks/crag_49-0003_mask.png,data/conic_liz/class_labels/crag_49-0003_class_labels.png,256,256,96,0,46,16,10,0,24
1616,crag_49-0004,1616,data/conic_liz/images/crag_49-0004_image.png,data/conic_liz/masks/crag_49-0004_mask.png,data/conic_liz/class_labels/crag_49-0004_class_labels.png,256,256,84,0,43,24,6,0,11
1617,crag_49-0005,1617,data/conic_liz/images/crag_49-0005_image.png,data/conic_liz/masks/crag_49-0005_mask.png,data/conic_liz/class_labels/crag_49-0005_class_labels.png,256,256,80,0,0,19,2,0,59
1618,crag_49-0006,1618,data/conic_liz/images/crag_49-0006_image.png,data/conic_liz/masks/crag_49-0006_mask.png,data/conic_liz/class_labels/crag_49-0006_class_labels.png,256,256,111,0,31,12,4,0,64
1619,crag_49-0007,1619,data/conic_liz/images/crag_49-0007_image.png,data/conic_liz/masks/crag_49-0007_mask.png,data/conic_liz/class_labels/crag_49-0007_class_labels.png,256,256,101,0,69,12,1,0,19
1620,crag_49-0008,1620,data/conic_liz/images/crag_49-0008_image.png,data/conic_liz/masks/crag_49-0008_mask.png,data/conic_liz/class_labels/crag_49-0008_class_labels.png,256,256,101,0,73,14,5,0,9
1621,crag_49-0009,1621,data/conic_liz/images/crag_49-0009_image.png,data/conic_liz/masks/crag_49-0009_mask.png,data/conic_liz/class_labels/crag_49-0009_class_labels.png,256,256,79,0,47,20,3,1,8
1622,crag_49-0010,1622,data/conic_liz/images/crag_49-0010_image.png,data/conic_liz/masks/crag_49-0010_mask.png,data/conic_liz/class_labels/crag_49-0010_class_labels.png,256,256,81,0,0,12,4,0,65
1623,crag_49-0011,1623,data/conic_liz/images/crag_49-0011_image.png,data/conic_liz/masks/crag_49-0011_mask.png,data/conic_liz/class_labels/crag_49-0011_class_labels.png,256,256,88,1,0,15,3,0,69
1624,crag_49-0012,1624,data/conic_liz/images/crag_49-0012_image.png,data/conic_liz/masks/crag_49-0012_mask.png,data/conic_liz/class_labels/crag_49-0012_class_labels.png,256,256,102,0,0,18,4,0,80
1625,crag_49-0013,1625,data/conic_liz/images/crag_49-0013_image.png,data/conic_liz/masks/crag_49-0013_mask.png,data/conic_liz/class_labels/crag_49-0013_class_labels.png,256,256,136,0,22,20,0,0,94
1626,crag_49-0014,1626,data/conic_liz/images/crag_49-0014_image.png,data/conic_liz/masks/crag_49-0014_mask.png,data/conic_liz/class_labels/crag_49-0014_class_labels.png,256,256,127,0,68,15,7,1,36
1627,crag_49-0015,1627,data/conic_liz/images/crag_49-0015_image.png,data/conic_liz/masks/crag_49-0015_mask.png,data/conic_liz/class_labels/crag_49-0015_class_labels.png,256,256,61,0,0,18,0,0,43
1628,crag_49-0016,1628,data/conic_liz/images/crag_49-0016_image.png,data/conic_liz/masks/crag_49-0016_mask.png,data/conic_liz/class_labels/crag_49-0016_class_labels.png,256,256,55,0,0,14,0,0,41
1629,crag_49-0017,1629,data/conic_liz/images/crag_49-0017_image.png,data/conic_liz/masks/crag_49-0017_mask.png,data/conic_liz/class_labels/crag_49-0017_class_labels.png,256,256,85,0,0,25,5,0,55
1630,crag_49-0018,1630,data/conic_liz/images/crag_49-0018_image.png,data/conic_liz/masks/crag_49-0018_mask.png,data/conic_liz/class_labels/crag_49-0018_class_labels.png,256,256,137,0,0,38,2,0,97
1631,crag_49-0019,1631,data/conic_liz/images/crag_49-0019_image.png,data/conic_liz/masks/crag_49-0019_mask.png,data/conic_liz/class_labels/crag_49-0019_class_labels.png,256,256,116,3,0,25,2,0,86
1632,crag_49-0020,1632,data/conic_liz/images/crag_49-0020_image.png,data/conic_liz/masks/crag_49-0020_mask.png,data/conic_liz/class_labels/crag_49-0020_class_labels.png,256,256,177,0,33,95,3,0,46
1633,crag_49-0021,1633,data/conic_liz/images/crag_49-0021_image.png,data/conic_liz/masks/crag_49-0021_mask.png,data/conic_liz/class_labels/crag_49-0021_class_labels.png,256,256,142,1,18,60,1,0,62
1634,crag_49-0022,1634,data/conic_liz/images/crag_49-0022_image.png,data/conic_liz/masks/crag_49-0022_mask.png,data/conic_liz/class_labels/crag_49-0022_class_labels.png,256,256,132,0,0,45,1,0,86
1635,crag_49-0023,1635,data/conic_liz/images/crag_49-0023_image.png,data/conic_liz/masks/crag_49-0023_mask.png,data/conic_liz/class_labels/crag_49-0023_class_labels.png,256,256,87,0,0,30,2,0,55
1636,crag_49-0024,1636,data/conic_liz/images/crag_49-0024_image.png,data/conic_liz/masks/crag_49-0024_mask.png,data/conic_liz/class_labels/crag_49-0024_class_labels.png,256,256,89,0,0,24,0,0,65
1637,crag_49-0025,1637,data/conic_liz/images/crag_49-0025_image.png,data/conic_liz/masks/crag_49-0025_mask.png,data/conic_liz/class_labels/crag_49-0025_class_labels.png,256,256,142,0,126,12,1,0,3
1638,crag_49-0026,1638,data/conic_liz/images/crag_49-0026_image.png,data/conic_liz/masks/crag_49-0026_mask.png,data/conic_liz/class_labels/crag_49-0026_class_labels.png,256,256,146,0,139,5,0,0,2
1639,crag_49-0027,1639,data/conic_liz/images/crag_49-0027_image.png,data/conic_liz/masks/crag_49-0027_mask.png,data/conic_liz/class_labels/crag_49-0027_class_labels.png,256,256,138,0,107,18,2,0,11
1640,crag_49-0028,1640,data/conic_liz/images/crag_49-0028_image.png,data/conic_liz/masks/crag_49-0028_mask.png,data/conic_liz/class_labels/crag_49-0028_class_labels.png,256,256,127,0,81,24,2,0,20
1641,crag_49-0029,1641,data/conic_liz/images/crag_49-0029_image.png,data/conic_liz/masks/crag_49-0029_mask.png,data/conic_liz/class_labels/crag_49-0029_class_labels.png,256,256,105,0,25,35,6,0,39
1642,crag_49-0030,1642,data/conic_liz/images/crag_49-0030_image.png,data/conic_liz/masks/crag_49-0030_mask.png,data/conic_liz/class_labels/crag_49-0030_class_labels.png,256,256,77,0,39,18,5,0,15
1643,crag_49-0031,1643,data/conic_liz/images/crag_49-0031_image.png,data/conic_liz/masks/crag_49-0031_mask.png,data/conic_liz/class_labels/crag_49-0031_class_labels.png,256,256,80,0,46,19,4,0,11
1644,crag_49-0032,1644,data/conic_liz/images/crag_49-0032_image.png,data/conic_liz/masks/crag_49-0032_mask.png,data/conic_liz/class_labels/crag_49-0032_class_labels.png,256,256,108,1,70,16,8,0,13
1645,crag_49-0033,1645,data/conic_liz/images/crag_49-0033_image.png,data/conic_liz/masks/crag_49-0033_mask.png,data/conic_liz/class_labels/crag_49-0033_class_labels.png,256,256,133,4,4,35,4,0,86
1646,crag_49-0034,1646,data/conic_liz/images/crag_49-0034_image.png,data/conic_liz/masks/crag_49-0034_mask.png,data/conic_liz/class_labels/crag_49-0034_class_labels.png,256,256,84,0,0,16,1,0,67
1647,crag_49-0035,1647,data/conic_liz/images/crag_49-0035_image.png,data/conic_liz/masks/crag_49-0035_mask.png,data/conic_liz/class_labels/crag_49-0035_class_labels.png,256,256,114,0,2,49,7,0,56
1648,crag_5-0000,1648,data/conic_liz/images/crag_5-0000_image.png,data/conic_liz/masks/crag_5-0000_mask.png,data/conic_liz/class_labels/crag_5-0000_class_labels.png,256,256,65,0,33,1,0,0,31
1649,crag_5-0001,1649,data/conic_liz/images/crag_5-0001_image.png,data/conic_liz/masks/crag_5-0001_mask.png,data/conic_liz/class_labels/crag_5-0001_class_labels.png,256,256,42,0,17,2,0,0,23
1650,crag_5-0002,1650,data/conic_liz/images/crag_5-0002_image.png,data/conic_liz/masks/crag_5-0002_mask.png,data/conic_liz/class_labels/crag_5-0002_class_labels.png,256,256,23,0,0,2,0,0,21
1651,crag_5-0003,1651,data/conic_liz/images/crag_5-0003_image.png,data/conic_liz/masks/crag_5-0003_mask.png,data/conic_liz/class_labels/crag_5-0003_class_labels.png,256,256,4,0,0,0,0,0,4
1652,crag_5-0004,1652,data/conic_liz/images/crag_5-0004_image.png,data/conic_liz/masks/crag_5-0004_mask.png,data/conic_liz/class_labels/crag_5-0004_class_labels.png,256,256,1,0,0,0,0,0,1
1653,crag_5-0005,1653,data/conic_liz/images/crag_5-0005_image.png,data/conic_liz/masks/crag_5-0005_mask.png,data/conic_liz/class_labels/crag_5-0005_class_labels.png,256,256,83,0,80,0,0,0,3
1654,crag_5-0006,1654,data/conic_liz/images/crag_5-0006_image.png,data/conic_liz/masks/crag_5-0006_mask.png,data/conic_liz/class_labels/crag_5-0006_class_labels.png,256,256,68,0,41,0,0,0,27
1655,crag_5-0007,1655,data/conic_liz/images/crag_5-0007_image.png,data/conic_liz/masks/crag_5-0007_mask.png,data/conic_liz/class_labels/crag_5-0007_class_labels.png,256,256,34,0,0,0,0,0,34
1656,crag_5-0008,1656,data/conic_liz/images/crag_5-0008_image.png,data/conic_liz/masks/crag_5-0008_mask.png,data/conic_liz/class_labels/crag_5-0008_class_labels.png,256,256,19,0,0,1,0,0,18
1657,crag_5-0009,1657,data/conic_liz/images/crag_5-0009_image.png,data/conic_liz/masks/crag_5-0009_mask.png,data/conic_liz/class_labels/crag_5-0009_class_labels.png,256,256,12,0,0,0,0,0,12
1658,crag_5-0010,1658,data/conic_liz/images/crag_5-0010_image.png,data/conic_liz/masks/crag_5-0010_mask.png,data/conic_liz/class_labels/crag_5-0010_class_labels.png,256,256,36,0,20,0,0,0,16
1659,crag_5-0011,1659,data/conic_liz/images/crag_5-0011_image.png,data/conic_liz/masks/crag_5-0011_mask.png,data/conic_liz/class_labels/crag_5-0011_class_labels.png,256,256,135,0,129,1,1,0,4
1660,crag_5-0012,1660,data/conic_liz/images/crag_5-0012_image.png,data/conic_liz/masks/crag_5-0012_mask.png,data/conic_liz/class_labels/crag_5-0012_class_labels.png,256,256,29,0,6,0,0,0,23
1661,crag_5-0013,1661,data/conic_liz/images/crag_5-0013_image.png,data/conic_liz/masks/crag_5-0013_mask.png,data/conic_liz/class_labels/crag_5-0013_class_labels.png,256,256,69,0,58,1,0,0,10
1662,crag_5-0014,1662,data/conic_liz/images/crag_5-0014_image.png,data/conic_liz/masks/crag_5-0014_mask.png,data/conic_liz/class_labels/crag_5-0014_class_labels.png,256,256,24,0,0,0,0,0,24
1663,crag_5-0015,1663,data/conic_liz/images/crag_5-0015_image.png,data/conic_liz/masks/crag_5-0015_mask.png,data/conic_liz/class_labels/crag_5-0015_class_labels.png,256,256,28,0,7,1,0,0,20
1664,crag_5-0016,1664,data/conic_liz/images/crag_5-0016_image.png,data/conic_liz/masks/crag_5-0016_mask.png,data/conic_liz/class_labels/crag_5-0016_class_labels.png,256,256,17,0,3,0,0,0,14
1665,crag_5-0017,1665,data/conic_liz/images/crag_5-0017_image.png,data/conic_liz/masks/crag_5-0017_mask.png,data/conic_liz/class_labels/crag_5-0017_class_labels.png,256,256,32,0,12,2,0,0,18
1666,crag_5-0018,1666,data/conic_liz/images/crag_5-0018_image.png,data/conic_liz/masks/crag_5-0018_mask.png,data/conic_liz/class_labels/crag_5-0018_class_labels.png,256,256,44,0,23,4,0,0,17
1667,crag_5-0019,1667,data/conic_liz/images/crag_5-0019_image.png,data/conic_liz/masks/crag_5-0019_mask.png,data/conic_liz/class_labels/crag_5-0019_class_labels.png,256,256,28,0,2,0,0,0,26
1668,crag_5-0020,1668,data/conic_liz/images/crag_5-0020_image.png,data/conic_liz/masks/crag_5-0020_mask.png,data/conic_liz/class_labels/crag_5-0020_class_labels.png,256,256,62,0,57,1,0,0,4
1669,crag_5-0021,1669,data/conic_liz/images/crag_5-0021_image.png,data/conic_liz/masks/crag_5-0021_mask.png,data/conic_liz/class_labels/crag_5-0021_class_labels.png,256,256,64,0,59,0,0,0,5
1670,crag_5-0022,1670,data/conic_liz/images/crag_5-0022_image.png,data/conic_liz/masks/crag_5-0022_mask.png,data/conic_liz/class_labels/crag_5-0022_class_labels.png,256,256,21,0,1,0,1,0,19
1671,crag_5-0023,1671,data/conic_liz/images/crag_5-0023_image.png,data/conic_liz/masks/crag_5-0023_mask.png,data/conic_liz/class_labels/crag_5-0023_class_labels.png,256,256,35,0,24,0,0,0,11
1672,crag_5-0024,1672,data/conic_liz/images/crag_5-0024_image.png,data/conic_liz/masks/crag_5-0024_mask.png,data/conic_liz/class_labels/crag_5-0024_class_labels.png,256,256,15,0,2,0,0,0,13
1673,crag_5-0025,1673,data/conic_liz/images/crag_5-0025_image.png,data/conic_liz/masks/crag_5-0025_mask.png,data/conic_liz/class_labels/crag_5-0025_class_labels.png,256,256,49,0,45,1,1,0,2
1674,crag_5-0026,1674,data/conic_liz/images/crag_5-0026_image.png,data/conic_liz/masks/crag_5-0026_mask.png,data/conic_liz/class_labels/crag_5-0026_class_labels.png,256,256,28,0,23,1,0,0,4
1675,crag_5-0027,1675,data/conic_liz/images/crag_5-0027_image.png,data/conic_liz/masks/crag_5-0027_mask.png,data/conic_liz/class_labels/crag_5-0027_class_labels.png,256,256,9,0,0,1,0,0,8
1676,crag_5-0028,1676,data/conic_liz/images/crag_5-0028_image.png,data/conic_liz/masks/crag_5-0028_mask.png,data/conic_liz/class_labels/crag_5-0028_class_labels.png,256,256,21,0,2,0,0,0,19
1677,crag_5-0029,1677,data/conic_liz/images/crag_5-0029_image.png,data/conic_liz/masks/crag_5-0029_mask.png,data/conic_liz/class_labels/crag_5-0029_class_labels.png,256,256,23,0,7,0,0,0,16
1678,crag_5-0030,1678,data/conic_liz/images/crag_5-0030_image.png,data/conic_liz/masks/crag_5-0030_mask.png,data/conic_liz/class_labels/crag_5-0030_class_labels.png,256,256,6,0,0,0,0,0,6
1679,crag_5-0031,1679,data/conic_liz/images/crag_5-0031_image.png,data/conic_liz/masks/crag_5-0031_mask.png,data/conic_liz/class_labels/crag_5-0031_class_labels.png,256,256,18,0,1,0,0,0,17
1680,crag_5-0032,1680,data/conic_liz/images/crag_5-0032_image.png,data/conic_liz/masks/crag_5-0032_mask.png,data/conic_liz/class_labels/crag_5-0032_class_labels.png,256,256,18,0,0,0,0,0,18
1681,crag_5-0033,1681,data/conic_liz/images/crag_5-0033_image.png,data/conic_liz/masks/crag_5-0033_mask.png,data/conic_liz/class_labels/crag_5-0033_class_labels.png,256,256,11,0,0,0,0,0,11
1682,crag_5-0034,1682,data/conic_liz/images/crag_5-0034_image.png,data/conic_liz/masks/crag_5-0034_mask.png,data/conic_liz/class_labels/crag_5-0034_class_labels.png,256,256,24,0,0,0,0,0,24
1683,crag_5-0035,1683,data/conic_liz/images/crag_5-0035_image.png,data/conic_liz/masks/crag_5-0035_mask.png,data/conic_liz/class_labels/crag_5-0035_class_labels.png,256,256,25,0,0,0,0,0,25
1684,crag_50-0000,1684,data/conic_liz/images/crag_50-0000_image.png,data/conic_liz/masks/crag_50-0000_mask.png,data/conic_liz/class_labels/crag_50-0000_class_labels.png,256,256,1,0,1,0,0,0,0
1685,crag_50-0001,1685,data/conic_liz/images/crag_50-0001_image.png,data/conic_liz/masks/crag_50-0001_mask.png,data/conic_liz/class_labels/crag_50-0001_class_labels.png,256,256,13,0,13,0,0,0,0
1686,crag_50-0002,1686,data/conic_liz/images/crag_50-0002_image.png,data/conic_liz/masks/crag_50-0002_mask.png,data/conic_liz/class_labels/crag_50-0002_class_labels.png,256,256,9,0,8,1,0,0,0
1687,crag_50-0003,1687,data/conic_liz/images/crag_50-0003_image.png,data/conic_liz/masks/crag_50-0003_mask.png,data/conic_liz/class_labels/crag_50-0003_class_labels.png,256,256,0,0,0,0,0,0,0
1688,crag_50-0004,1688,data/conic_liz/images/crag_50-0004_image.png,data/conic_liz/masks/crag_50-0004_mask.png,data/conic_liz/class_labels/crag_50-0004_class_labels.png,256,256,0,0,0,0,0,0,0
1689,crag_50-0005,1689,data/conic_liz/images/crag_50-0005_image.png,data/conic_liz/masks/crag_50-0005_mask.png,data/conic_liz/class_labels/crag_50-0005_class_labels.png,256,256,37,0,36,0,0,0,1
1690,crag_50-0006,1690,data/conic_liz/images/crag_50-0006_image.png,data/conic_liz/masks/crag_50-0006_mask.png,data/conic_liz/class_labels/crag_50-0006_class_labels.png,256,256,37,0,34,0,0,0,3
1691,crag_50-0007,1691,data/conic_liz/images/crag_50-0007_image.png,data/conic_liz/masks/crag_50-0007_mask.png,data/conic_liz/class_labels/crag_50-0007_class_labels.png,256,256,61,0,59,0,0,0,2
1692,crag_50-0008,1692,data/conic_liz/images/crag_50-0008_image.png,data/conic_liz/masks/crag_50-0008_mask.png,data/conic_liz/class_labels/crag_50-0008_class_labels.png,256,256,51,0,49,0,0,0,2
1693,crag_50-0009,1693,data/conic_liz/images/crag_50-0009_image.png,data/conic_liz/masks/crag_50-0009_mask.png,data/conic_liz/class_labels/crag_50-0009_class_labels.png,256,256,0,0,0,0,0,0,0
1694,crag_50-0010,1694,data/conic_liz/images/crag_50-0010_image.png,data/conic_liz/masks/crag_50-0010_mask.png,data/conic_liz/class_labels/crag_50-0010_class_labels.png,256,256,68,0,68,0,0,0,0
1695,crag_50-0011,1695,data/conic_liz/images/crag_50-0011_image.png,data/conic_liz/masks/crag_50-0011_mask.png,data/conic_liz/class_labels/crag_50-0011_class_labels.png,256,256,65,0,60,0,0,0,5
1696,crag_50-0012,1696,data/conic_liz/images/crag_50-0012_image.png,data/conic_liz/masks/crag_50-0012_mask.png,data/conic_liz/class_labels/crag_50-0012_class_labels.png,256,256,47,0,38,0,1,0,8
1697,crag_50-0013,1697,data/conic_liz/images/crag_50-0013_image.png,data/conic_liz/masks/crag_50-0013_mask.png,data/conic_liz/class_labels/crag_50-0013_class_labels.png,256,256,59,1,58,0,0,0,0
1698,crag_50-0014,1698,data/conic_liz/images/crag_50-0014_image.png,data/conic_liz/masks/crag_50-0014_mask.png,data/conic_liz/class_labels/crag_50-0014_class_labels.png,256,256,22,0,21,0,0,0,1
1699,crag_50-0015,1699,data/conic_liz/images/crag_50-0015_image.png,data/conic_liz/masks/crag_50-0015_mask.png,data/conic_liz/class_labels/crag_50-0015_class_labels.png,256,256,73,0,73,0,0,0,0
1700,crag_50-0016,1700,data/conic_liz/images/crag_50-0016_image.png,data/conic_liz/masks/crag_50-0016_mask.png,data/conic_liz/class_labels/crag_50-0016_class_labels.png,256,256,84,0,84,0,0,0,0
1701,crag_50-0017,1701,data/conic_liz/images/crag_50-0017_image.png,data/conic_liz/masks/crag_50-0017_mask.png,data/conic_liz/class_labels/crag_50-0017_class_labels.png,256,256,57,0,56,0,0,0,1
1702,crag_50-0018,1702,data/conic_liz/images/crag_50-0018_image.png,data/conic_liz/masks/crag_50-0018_mask.png,data/conic_liz/class_labels/crag_50-0018_class_labels.png,256,256,50,0,46,1,0,0,3
1703,crag_50-0019,1703,data/conic_liz/images/crag_50-0019_image.png,data/conic_liz/masks/crag_50-0019_mask.png,data/conic_liz/class_labels/crag_50-0019_class_labels.png,256,256,68,0,67,1,0,0,0
1704,crag_50-0020,1704,data/conic_liz/images/crag_50-0020_image.png,data/conic_liz/masks/crag_50-0020_mask.png,data/conic_liz/class_labels/crag_50-0020_class_labels.png,256,256,39,0,30,0,0,0,9
1705,crag_50-0021,1705,data/conic_liz/images/crag_50-0021_image.png,data/conic_liz/masks/crag_50-0021_mask.png,data/conic_liz/class_labels/crag_50-0021_class_labels.png,256,256,54,0,47,3,0,0,4
1706,crag_50-0022,1706,data/conic_liz/images/crag_50-0022_image.png,data/conic_liz/masks/crag_50-0022_mask.png,data/conic_liz/class_labels/crag_50-0022_class_labels.png,256,256,64,0,23,8,0,0,33
1707,crag_50-0023,1707,data/conic_liz/images/crag_50-0023_image.png,data/conic_liz/masks/crag_50-0023_mask.png,data/conic_liz/class_labels/crag_50-0023_class_labels.png,256,256,50,0,18,7,1,0,24
1708,crag_50-0024,1708,data/conic_liz/images/crag_50-0024_image.png,data/conic_liz/masks/crag_50-0024_mask.png,data/conic_liz/class_labels/crag_50-0024_class_labels.png,256,256,47,0,45,1,1,0,0
1709,crag_50-0025,1709,data/conic_liz/images/crag_50-0025_image.png,data/conic_liz/masks/crag_50-0025_mask.png,data/conic_liz/class_labels/crag_50-0025_class_labels.png,256,256,60,1,57,2,0,0,0
1710,crag_50-0026,1710,data/conic_liz/images/crag_50-0026_image.png,data/conic_liz/masks/crag_50-0026_mask.png,data/conic_liz/class_labels/crag_50-0026_class_labels.png,256,256,56,0,56,0,0,0,0
1711,crag_50-0027,1711,data/conic_liz/images/crag_50-0027_image.png,data/conic_liz/masks/crag_50-0027_mask.png,data/conic_liz/class_labels/crag_50-0027_class_labels.png,256,256,57,0,46,1,0,0,10
1712,crag_50-0028,1712,data/conic_liz/images/crag_50-0028_image.png,data/conic_liz/masks/crag_50-0028_mask.png,data/conic_liz/class_labels/crag_50-0028_class_labels.png,256,256,53,0,40,5,0,0,8
1713,crag_50-0029,1713,data/conic_liz/images/crag_50-0029_image.png,data/conic_liz/masks/crag_50-0029_mask.png,data/conic_liz/class_labels/crag_50-0029_class_labels.png,256,256,77,1,74,2,0,0,0
1714,crag_50-0030,1714,data/conic_liz/images/crag_50-0030_image.png,data/conic_liz/masks/crag_50-0030_mask.png,data/conic_liz/class_labels/crag_50-0030_class_labels.png,256,256,0,0,0,0,0,0,0
1715,crag_50-0031,1715,data/conic_liz/images/crag_50-0031_image.png,data/conic_liz/masks/crag_50-0031_mask.png,data/conic_liz/class_labels/crag_50-0031_class_labels.png,256,256,0,0,0,0,0,0,0
1716,crag_50-0032,1716,data/conic_liz/images/crag_50-0032_image.png,data/conic_liz/masks/crag_50-0032_mask.png,data/conic_liz/class_labels/crag_50-0032_class_labels.png,256,256,27,0,20,0,0,0,7
1717,crag_50-0033,1717,data/conic_liz/images/crag_50-0033_image.png,data/conic_liz/masks/crag_50-0033_mask.png,data/conic_liz/class_labels/crag_50-0033_class_labels.png,256,256,56,0,56,0,0,0,0
1718,crag_50-0034,1718,data/conic_liz/images/crag_50-0034_image.png,data/conic_liz/masks/crag_50-0034_mask.png,data/conic_liz/class_labels/crag_50-0034_class_labels.png,256,256,50,0,46,3,0,0,1
1719,crag_50-0035,1719,data/conic_liz/images/crag_50-0035_image.png,data/conic_liz/masks/crag_50-0035_mask.png,data/conic_liz/class_labels/crag_50-0035_class_labels.png,256,256,69,0,68,1,0,0,0
1720,crag_51-0000,1720,data/conic_liz/images/crag_51-0000_image.png,data/conic_liz/masks/crag_51-0000_mask.png,data/conic_liz/class_labels/crag_51-0000_class_labels.png,256,256,51,0,34,4,0,0,13
1721,crag_51-0001,1721,data/conic_liz/images/crag_51-0001_image.png,data/conic_liz/masks/crag_51-0001_mask.png,data/conic_liz/class_labels/crag_51-0001_class_labels.png,256,256,72,0,41,14,0,0,17
1722,crag_51-0002,1722,data/conic_liz/images/crag_51-0002_image.png,data/conic_liz/masks/crag_51-0002_mask.png,data/conic_liz/class_labels/crag_51-0002_class_labels.png,256,256,58,0,17,9,0,0,32
1723,crag_51-0003,1723,data/conic_liz/images/crag_51-0003_image.png,data/conic_liz/masks/crag_51-0003_mask.png,data/conic_liz/class_labels/crag_51-0003_class_labels.png,256,256,90,0,56,10,2,0,22
1724,crag_51-0004,1724,data/conic_liz/images/crag_51-0004_image.png,data/conic_liz/masks/crag_51-0004_mask.png,data/conic_liz/class_labels/crag_51-0004_class_labels.png,256,256,86,0,66,7,0,0,13
