sample_id,conic_index,image_path,mask_path,class_label_path,image_height,image_width,count_total,neutrophil,epithelial,lymphocyte,plasma,eosinophil,connective,input_row_index,num_objects,total_mask_area,foreground_fraction,mean_area,median_area,std_area,mean_eccentricity,mean_solidity,mean_circularity,embedding_input_row_index,embedding_id,resolved_image_path,embedding_path,embedding_format,embedding_row_offset,embedding_dim,total_nuclei,fraction_neutrophil,fraction_epithelial,fraction_lymphocyte,fraction_plasma,fraction_eosinophil,fraction_connective,dominant_class,dominant_fraction,richness_label
crag_21-0012,544,data/conic_liz/images/crag_21-0012_image.png,data/conic_liz/masks/crag_21-0012_mask.png,data/conic_liz/class_labels/crag_21-0012_class_labels.png,256,256,95,0,55,22,0,0,18,544,125,8951,0.1365814208984375,71.608,68.0,33.74347842176322,0.7251752014810393,0.9450504486689456,1.2982917494415172,544,crag_21-0012,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0012_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,0,1536,95,0.0,0.5789473684210527,0.23157894736842105,0.0,0.0,0.18947368421052632,epithelial,0.5789473684210527,mixed
crag_21-0013,545,data/conic_liz/images/crag_21-0013_image.png,data/conic_liz/masks/crag_21-0013_mask.png,data/conic_liz/class_labels/crag_21-0013_class_labels.png,256,256,94,0,20,30,10,1,33,545,113,6634,0.101226806640625,58.70796460176991,52.0,28.78319366314437,0.7242705644250185,0.9376848958727744,1.0885429465086776,545,crag_21-0013,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0013_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,1,1536,94,0.0,0.2127659574468085,0.3191489361702128,0.10638297872340426,0.010638297872340425,0.35106382978723405,connective,0.35106382978723405,mixed
crag_21-0014,546,data/conic_liz/images/crag_21-0014_image.png,data/conic_liz/masks/crag_21-0014_mask.png,data/conic_liz/class_labels/crag_21-0014_class_labels.png,256,256,121,0,32,38,12,1,38,546,159,10134,0.154632568359375,63.735849056603776,57.0,33.38482554215854,0.7165877604360363,0.944790095810912,1.392441467210904,546,crag_21-0014,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0014_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,2,1536,121,0.0,0.2644628099173554,0.3140495867768595,0.09917355371900827,0.008264462809917356,0.3140495867768595,tie,0.3140495867768595,mixed
crag_21-0015,547,data/conic_liz/images/crag_21-0015_image.png,data/conic_liz/masks/crag_21-0015_mask.png,data/conic_liz/class_labels/crag_21-0015_class_labels.png,256,256,154,1,93,27,5,0,28,547,192,12129,0.1850738525390625,63.171875,55.5,31.152124068582783,0.6869119817184339,0.9511856603912094,1.2220227630068288,547,crag_21-0015,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0015_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,3,1536,154,0.006493506493506494,0.6038961038961039,0.17532467532467533,0.032467532467532464,0.0,0.18181818181818182,epithelial,0.6038961038961039,epithelial-rich
crag_21-0016,548,data/conic_liz/images/crag_21-0016_image.png,data/conic_liz/masks/crag_21-0016_mask.png,data/conic_liz/class_labels/crag_21-0016_class_labels.png,256,256,78,0,33,24,1,0,20,548,93,5571,0.0850067138671875,59.903225806451616,51.0,34.26652792202228,0.7269349339449146,0.950500383453435,1.4677393463360844,548,crag_21-0016,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0016_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,4,1536,78,0.0,0.4230769230769231,0.3076923076923077,0.01282051282051282,0.0,0.2564102564102564,epithelial,0.4230769230769231,mixed
crag_21-0017,549,data/conic_liz/images/crag_21-0017_image.png,data/conic_liz/masks/crag_21-0017_mask.png,data/conic_liz/class_labels/crag_21-0017_class_labels.png,256,256,63,0,45,14,1,0,3,549,82,6094,0.092987060546875,74.3170731707317,68.0,40.96336199068641,0.7333912751419238,0.9430895712215,1.0202862142934244,549,crag_21-0017,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0017_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,5,1536,63,0.0,0.7142857142857143,0.2222222222222222,0.015873015873015872,0.0,0.047619047619047616,epithelial,0.7142857142857143,epithelial-rich
crag_21-0018,550,data/conic_liz/images/crag_21-0018_image.png,data/conic_liz/masks/crag_21-0018_mask.png,data/conic_liz/class_labels/crag_21-0018_class_labels.png,256,256,104,0,51,33,4,0,16,550,134,9187,0.1401824951171875,68.55970149253731,64.0,37.24776086509272,0.7397565169927777,0.9411851181313198,1.0423632472748674,550,crag_21-0018,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0018_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,6,1536,104,0.0,0.49038461538461536,0.3173076923076923,0.038461538461538464,0.0,0.15384615384615385,epithelial,0.49038461538461536,mixed
crag_21-0019,551,data/conic_liz/images/crag_21-0019_image.png,data/conic_liz/masks/crag_21-0019_mask.png,data/conic_liz/class_labels/crag_21-0019_class_labels.png,256,256,179,0,18,83,38,0,40,551,228,13387,0.2042694091796875,58.71491228070175,55.0,28.46099741954088,0.6612392322405359,0.9509502351881052,1.2883869375049666,551,crag_21-0019,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0019_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,7,1536,179,0.0,0.1005586592178771,0.46368715083798884,0.2122905027932961,0.0,0.22346368715083798,lymphocyte,0.46368715083798884,mixed
crag_21-0020,552,data/conic_liz/images/crag_21-0020_image.png,data/conic_liz/masks/crag_21-0020_mask.png,data/conic_liz/class_labels/crag_21-0020_class_labels.png,256,256,148,0,47,50,9,0,42,552,183,10895,0.1662445068359375,59.53551912568306,53.0,29.068932501080365,0.6769579986813292,0.9443302106643274,1.1628803743592468,552,crag_21-0020,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0020_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,8,1536,148,0.0,0.31756756756756754,0.33783783783783783,0.060810810810810814,0.0,0.28378378378378377,lymphocyte,0.33783783783783783,mixed
crag_21-0021,553,data/conic_liz/images/crag_21-0021_image.png,data/conic_liz/masks/crag_21-0021_mask.png,data/conic_liz/class_labels/crag_21-0021_class_labels.png,256,256,67,0,43,12,3,0,9,553,83,6052,0.09234619140625,72.91566265060241,72.0,28.42839443414036,0.747723839866256,0.9428255554915096,0.9953712590818048,553,crag_21-0021,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0021_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,9,1536,67,0.0,0.6417910447761194,0.1791044776119403,0.04477611940298507,0.0,0.13432835820895522,epithelial,0.6417910447761194,epithelial-rich
crag_21-0022,554,data/conic_liz/images/crag_21-0022_image.png,data/conic_liz/masks/crag_21-0022_mask.png,data/conic_liz/class_labels/crag_21-0022_class_labels.png,256,256,68,0,47,10,1,0,10,554,83,7296,0.111328125,87.90361445783132,82.0,43.69075733026747,0.7341650831732129,0.9440796222714624,1.1118726688233869,554,crag_21-0022,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0022_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,10,1536,68,0.0,0.6911764705882353,0.14705882352941177,0.014705882352941176,0.0,0.14705882352941177,epithelial,0.6911764705882353,epithelial-rich
crag_21-0023,555,data/conic_liz/images/crag_21-0023_image.png,data/conic_liz/masks/crag_21-0023_mask.png,data/conic_liz/class_labels/crag_21-0023_class_labels.png,256,256,103,0,41,29,5,0,28,555,131,8869,0.1353302001953125,67.70229007633588,57.0,37.93861950199799,0.7123726316278421,0.9441635043268108,1.0245273952071845,555,crag_21-0023,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0023_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,11,1536,103,0.0,0.39805825242718446,0.2815533980582524,0.04854368932038835,0.0,0.27184466019417475,epithelial,0.39805825242718446,mixed
crag_21-0024,556,data/conic_liz/images/crag_21-0024_image.png,data/conic_liz/masks/crag_21-0024_mask.png,data/conic_liz/class_labels/crag_21-0024_class_labels.png,256,256,105,0,27,40,13,0,25,556,162,9811,0.1497039794921875,60.56172839506173,52.0,36.62656752774552,0.7238451272261296,0.9493317666226224,1.320142150820244,556,crag_21-0024,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0024_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,12,1536,105,0.0,0.2571428571428571,0.38095238095238093,0.12380952380952381,0.0,0.23809523809523808,lymphocyte,0.38095238095238093,mixed
crag_21-0025,557,data/conic_liz/images/crag_21-0025_image.png,data/conic_liz/masks/crag_21-0025_mask.png,data/conic_liz/class_labels/crag_21-0025_class_labels.png,256,256,75,0,12,36,4,0,23,557,102,6152,0.0938720703125,60.31372549019608,52.0,33.15707725954193,0.7107167326137749,0.943702566018754,1.116397889227292,557,crag_21-0025,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0025_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,13,1536,75,0.0,0.16,0.48,0.05333333333333334,0.0,0.30666666666666664,lymphocyte,0.48,mixed
crag_21-0026,558,data/conic_liz/images/crag_21-0026_image.png,data/conic_liz/masks/crag_21-0026_mask.png,data/conic_liz/class_labels/crag_21-0026_class_labels.png,256,256,97,0,64,14,3,0,16,558,114,8430,0.128631591796875,73.94736842105263,75.0,33.695187356201615,0.6799058942489284,0.951174537910864,1.0150779729144686,558,crag_21-0026,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0026_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,14,1536,97,0.0,0.6597938144329897,0.14432989690721648,0.030927835051546393,0.0,0.16494845360824742,epithelial,0.6597938144329897,epithelial-rich
crag_21-0027,559,data/conic_liz/images/crag_21-0027_image.png,data/conic_liz/masks/crag_21-0027_mask.png,data/conic_liz/class_labels/crag_21-0027_class_labels.png,256,256,62,0,44,8,2,0,8,559,76,5844,0.08917236328125,76.89473684210526,62.5,41.66993708310219,0.7199191544787337,0.9498130600068848,0.9850015536614576,559,crag_21-0027,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0027_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,15,1536,62,0.0,0.7096774193548387,0.12903225806451613,0.03225806451612903,0.0,0.12903225806451613,epithelial,0.7096774193548387,epithelial-rich
crag_21-0028,560,data/conic_liz/images/crag_21-0028_image.png,data/conic_liz/masks/crag_21-0028_mask.png,data/conic_liz/class_labels/crag_21-0028_class_labels.png,256,256,87,0,25,25,6,0,31,560,104,7176,0.1094970703125,69.0,65.0,37.693602803495615,0.6843360028779699,0.954176282288296,1.444698982243168,560,crag_21-0028,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0028_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,16,1536,87,0.0,0.28735632183908044,0.28735632183908044,0.06896551724137931,0.0,0.3563218390804598,connective,0.3563218390804598,mixed
crag_21-0029,561,data/conic_liz/images/crag_21-0029_image.png,data/conic_liz/masks/crag_21-0029_mask.png,data/conic_liz/class_labels/crag_21-0029_class_labels.png,256,256,72,0,26,27,1,0,18,561,94,5752,0.0877685546875,61.191489361702125,55.5,33.63201254749064,0.720053415636754,0.9485611405558032,1.01440765588059,561,crag_21-0029,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0029_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,17,1536,72,0.0,0.3611111111111111,0.375,0.013888888888888888,0.0,0.25,lymphocyte,0.375,mixed
crag_21-0030,562,data/conic_liz/images/crag_21-0030_image.png,data/conic_liz/masks/crag_21-0030_mask.png,data/conic_liz/class_labels/crag_21-0030_class_labels.png,256,256,102,0,26,34,10,1,31,562,137,8452,0.12896728515625,61.693430656934304,56.0,30.56321964060619,0.7107236275672815,0.9483288696865464,1.1200677305017592,562,crag_21-0030,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0030_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,18,1536,102,0.0,0.2549019607843137,0.3333333333333333,0.09803921568627451,0.00980392156862745,0.30392156862745096,lymphocyte,0.3333333333333333,mixed
crag_21-0031,563,data/conic_liz/images/crag_21-0031_image.png,data/conic_liz/masks/crag_21-0031_mask.png,data/conic_liz/class_labels/crag_21-0031_class_labels.png,256,256,101,0,34,32,7,0,28,563,127,8708,0.13287353515625,68.56692913385827,57.0,38.49769203659597,0.6723941404799573,0.9533794180802784,1.0655557571714138,563,crag_21-0031,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0031_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,19,1536,101,0.0,0.33663366336633666,0.31683168316831684,0.06930693069306931,0.0,0.27722772277227725,epithelial,0.33663366336633666,mixed
crag_21-0032,564,data/conic_liz/images/crag_21-0032_image.png,data/conic_liz/masks/crag_21-0032_mask.png,data/conic_liz/class_labels/crag_21-0032_class_labels.png,256,256,99,0,27,32,7,1,32,564,131,8599,0.1312103271484375,65.6412213740458,59.0,38.60824353343794,0.7416238865131126,0.9477787599751082,1.4657128597003506,564,crag_21-0032,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0032_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,20,1536,99,0.0,0.2727272727272727,0.32323232323232326,0.0707070707070707,0.010101010101010102,0.32323232323232326,tie,0.32323232323232326,mixed
crag_21-0033,565,data/conic_liz/images/crag_21-0033_image.png,data/conic_liz/masks/crag_21-0033_mask.png,data/conic_liz/class_labels/crag_21-0033_class_labels.png,256,256,86,0,17,43,8,0,18,565,124,7112,0.1085205078125,57.354838709677416,53.0,27.493751063735026,0.7161526450545856,0.9436959759138128,1.1260187615094313,565,crag_21-0033,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0033_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,21,1536,86,0.0,0.19767441860465115,0.5,0.09302325581395349,0.0,0.20930232558139536,lymphocyte,0.5,mixed
crag_21-0034,566,data/conic_liz/images/crag_21-0034_image.png,data/conic_liz/masks/crag_21-0034_mask.png,data/conic_liz/class_labels/crag_21-0034_class_labels.png,256,256,113,0,11,60,18,0,24,566,156,7897,0.1204986572265625,50.62179487179487,49.5,20.092524106830467,0.6971104552173599,0.947342535508642,1.276551736603743,566,crag_21-0034,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0034_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,22,1536,113,0.0,0.09734513274336283,0.5309734513274337,0.1592920353982301,0.0,0.21238938053097345,lymphocyte,0.5309734513274337,mixed
crag_21-0035,567,data/conic_liz/images/crag_21-0035_image.png,data/conic_liz/masks/crag_21-0035_mask.png,data/conic_liz/class_labels/crag_21-0035_class_labels.png,256,256,133,2,20,60,22,0,29,567,159,8954,0.136627197265625,56.31446540880504,53.0,24.922556367860437,0.6716872827728009,0.9493113573091588,1.0328480039641437,567,crag_21-0035,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_21-0035_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,23,1536,133,0.015037593984962405,0.15037593984962405,0.45112781954887216,0.16541353383458646,0.0,0.21804511278195488,lymphocyte,0.45112781954887216,mixed
crag_22-0000,568,data/conic_liz/images/crag_22-0000_image.png,data/conic_liz/masks/crag_22-0000_mask.png,data/conic_liz/class_labels/crag_22-0000_class_labels.png,256,256,86,0,79,2,0,0,5,568,97,11535,0.1760101318359375,118.91752577319588,113.0,60.73309363040416,0.6847155034188012,0.952116280966026,0.9606550955794984,568,crag_22-0000,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_22-0000_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,24,1536,86,0.0,0.9186046511627907,0.023255813953488372,0.0,0.0,0.05813953488372093,epithelial,0.9186046511627907,epithelial-rich
crag_22-0001,569,data/conic_liz/images/crag_22-0001_image.png,data/conic_liz/masks/crag_22-0001_mask.png,data/conic_liz/class_labels/crag_22-0001_class_labels.png,256,256,50,0,32,8,0,0,10,569,60,7290,0.111236572265625,121.5,117.5,69.49880094888928,0.7506193252279144,0.944122411186279,0.9344986802064338,569,crag_22-0001,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_22-0001_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,25,1536,50,0.0,0.64,0.16,0.0,0.0,0.2,epithelial,0.64,epithelial-rich
crag_22-0002,570,data/conic_liz/images/crag_22-0002_image.png,data/conic_liz/masks/crag_22-0002_mask.png,data/conic_liz/class_labels/crag_22-0002_class_labels.png,256,256,42,0,37,1,1,0,3,570,55,7373,0.1125030517578125,134.05454545454546,143.0,65.18990947624228,0.7755839498751589,0.9451909133654604,1.0042733950516616,570,crag_22-0002,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_22-0002_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,26,1536,42,0.0,0.8809523809523809,0.023809523809523808,0.023809523809523808,0.0,0.07142857142857142,epithelial,0.8809523809523809,epithelial-rich
crag_22-0003,571,data/conic_liz/images/crag_22-0003_image.png,data/conic_liz/masks/crag_22-0003_mask.png,data/conic_liz/class_labels/crag_22-0003_class_labels.png,256,256,55,0,44,4,1,0,6,571,70,9848,0.1502685546875,140.68571428571428,126.0,72.95841141306715,0.7324003728830507,0.9488043207222846,0.9218424036212648,571,crag_22-0003,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_22-0003_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,27,1536,55,0.0,0.8,0.07272727272727272,0.01818181818181818,0.0,0.10909090909090909,epithelial,0.8,epithelial-rich
crag_22-0004,572,data/conic_liz/images/crag_22-0004_image.png,data/conic_liz/masks/crag_22-0004_mask.png,data/conic_liz/class_labels/crag_22-0004_class_labels.png,256,256,57,1,44,5,0,0,7,572,80,11390,0.173797607421875,142.375,123.0,107.79777073297944,0.74106124572123,0.942918505670752,1.369194042881161,572,crag_22-0004,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_22-0004_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,28,1536,57,0.017543859649122806,0.7719298245614035,0.08771929824561403,0.0,0.0,0.12280701754385964,epithelial,0.7719298245614035,epithelial-rich
crag_22-0005,573,data/conic_liz/images/crag_22-0005_image.png,data/conic_liz/masks/crag_22-0005_mask.png,data/conic_liz/class_labels/crag_22-0005_class_labels.png,256,256,49,1,36,4,1,0,7,573,64,8137,0.1241607666015625,127.140625,121.0,77.74675780770137,0.701888567772889,0.9433296158812768,0.93836497498534,573,crag_22-0005,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_22-0005_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,29,1536,49,0.02040816326530612,0.7346938775510204,0.08163265306122448,0.02040816326530612,0.0,0.14285714285714285,epithelial,0.7346938775510204,epithelial-rich
crag_22-0006,574,data/conic_liz/images/crag_22-0006_image.png,data/conic_liz/masks/crag_22-0006_mask.png,data/conic_liz/class_labels/crag_22-0006_class_labels.png,256,256,35,1,26,4,0,0,4,574,50,5227,0.0797576904296875,104.54,92.0,62.29998715890718,0.7040527448970697,0.9533636607676004,1.7779481646053896,574,crag_22-0006,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_22-0006_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,30,1536,35,0.02857142857142857,0.7428571428571429,0.11428571428571428,0.0,0.0,0.11428571428571428,epithelial,0.7428571428571429,epithelial-rich
crag_22-0007,575,data/conic_liz/images/crag_22-0007_image.png,data/conic_liz/masks/crag_22-0007_mask.png,data/conic_liz/class_labels/crag_22-0007_class_labels.png,256,256,35,2,24,4,0,0,5,575,50,6387,0.0974578857421875,127.74,118.0,80.33027075766644,0.7874458184786794,0.947111358344989,0.9135821767740534,575,crag_22-0007,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_22-0007_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000017.pt,pt,31,1536,35,0.05714285714285714,0.6857142857142857,0.11428571428571428,0.0,0.0,0.14285714285714285,epithelial,0.6857142857142857,epithelial-rich
crag_28-0016,800,data/conic_liz/images/crag_28-0016_image.png,data/conic_liz/masks/crag_28-0016_mask.png,data/conic_liz/class_labels/crag_28-0016_class_labels.png,256,256,59,0,52,0,0,0,7,800,68,12932,0.19732666015625,190.1764705882353,181.5,77.04103970811893,0.7373098641692879,0.9485555672928446,0.8793708369780645,800,crag_28-0016,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_28-0016_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000025.pt,pt,0,1536,59,0.0,0.8813559322033898,0.0,0.0,0.0,0.11864406779661017,epithelial,0.8813559322033898,epithelial-rich
crag_28-0017,801,data/conic_liz/images/crag_28-0017_image.png,data/conic_liz/masks/crag_28-0017_mask.png,data/conic_liz/class_labels/crag_28-0017_class_labels.png,256,256,37,0,35,1,0,0,1,801,46,7897,0.1204986572265625,171.67391304347825,151.5,97.81638840812836,0.697588500629854,0.9473493542783046,0.9000941881439664,801,crag_28-0017,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_28-0017_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000025.pt,pt,1,1536,37,0.0,0.9459459459459459,0.02702702702702703,0.0,0.0,0.02702702702702703,epithelial,0.9459459459459459,epithelial-rich
crag_28-0018,802,data/conic_liz/images/crag_28-0018_image.png,data/conic_liz/masks/crag_28-0018_mask.png,data/conic_liz/class_labels/crag_28-0018_class_labels.png,256,256,13,0,12,1,0,0,0,802,25,4206,0.064178466796875,168.24,136.0,139.4641975562187,0.7531227763009131,0.9504938535376176,2.3765437336813444,802,crag_28-0018,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_28-0018_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000025.pt,pt,2,1536,13,0.0,0.9230769230769231,0.07692307692307693,0.0,0.0,0.0,epithelial,0.9230769230769231,epithelial-rich
crag_28-0019,803,data/conic_liz/images/crag_28-0019_image.png,data/conic_liz/masks/crag_28-0019_mask.png,data/conic_liz/class_labels/crag_28-0019_class_labels.png,256,256,2,0,2,0,0,0,0,803,6,916,0.01397705078125,152.66666666666666,153.0,23.921166824012207,0.7611728266649153,0.9580029184674546,0.856423043706049,803,crag_28-0019,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_28-0019_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000025.pt,pt,3,1536,2,0.0,1.0,0.0,0.0,0.0,0.0,epithelial,1.0,epithelial-rich
crag_28-0020,804,data/conic_liz/images/crag_28-0020_image.png,data/conic_liz/masks/crag_28-0020_mask.png,data/conic_liz/class_labels/crag_28-0020_class_labels.png,256,256,88,0,86,0,0,0,2,804,106,21344,0.32568359375,201.35849056603772,196.5,94.35512891432342,0.7184172751793976,0.9512264085214686,1.2579426918336212,804,crag_28-0020,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_28-0020_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000025.pt,pt,4,1536,88,0.0,0.9772727272727273,0.0,0.0,0.0,0.022727272727272728,epithelial,0.9772727272727273,epithelial-rich
crag_28-0021,805,data/conic_liz/images/crag_28-0021_image.png,data/conic_liz/masks/crag_28-0021_mask.png,data/conic_liz/class_labels/crag_28-0021_class_labels.png,256,256,19,0,18,0,1,0,0,805,28,6148,0.09381103515625,219.57142857142856,195.5,137.87220495066865,0.7073059526457329,0.9544669850873664,0.9395034491499962,805,crag_28-0021,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_28-0021_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000025.pt,pt,5,1536,19,0.0,0.9473684210526315,0.0,0.05263157894736842,0.0,0.0,epithelial,0.9473684210526315,epithelial-rich
crag_28-0022,806,data/conic_liz/images/crag_28-0022_image.png,data/conic_liz/masks/crag_28-0022_mask.png,data/conic_liz/class_labels/crag_28-0022_class_labels.png,256,256,0,0,0,0,0,0,0,806,0,0,0.0,,,,,,,806,crag_28-0022,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_28-0022_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000025.pt,pt,6,1536,0,,,,,,,none,,no-nuclei
crag_28-0023,807,data/conic_liz/images/crag_28-0023_image.png,data/conic_liz/masks/crag_28-0023_mask.png,data/conic_liz/class_labels/crag_28-0023_class_labels.png,256,256,0,0,0,0,0,0,0,807,0,0,0.0,,,,,,,807,crag_28-0023,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_28-0023_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000025.pt,pt,7,1536,0,,,,,,,none,,no-nuclei
crag_28-0024,808,data/conic_liz/images/crag_28-0024_image.png,data/conic_liz/masks/crag_28-0024_mask.png,data/conic_liz/class_labels/crag_28-0024_class_labels.png,256,256,0,0,0,0,0,0,0,808,0,0,0.0,,,,,,,808,crag_28-0024,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_28-0024_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000025.pt,pt,8,1536,0,,,,,,,none,,no-nuclei
